Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
2292,84,Groceries,1872.9231839495685,8,Net Banking,Online Marketplace,Rural
2293,218,Online Shopping,1110.542259363428,3,Cash,Supermarket,Rural
2294,362,Ride Sharing,1059.0101642826337,17,Net Banking,Retail Store,Urban
2295,444,Flights,848.1995480339707,1,UPI,Online Marketplace,Suburban
2296,274,Hotel Stay,259.0377549457303,28,Debit Card,Local Vendors,Suburban
2297,355,Hotel Stay,324.3015082027772,25,UPI,Local Vendors,Rural
2298,340,Fuel,451.48573399306065,28,UPI,Online Marketplace,Suburban
2299,126,Online Shopping,1984.937275714007,5,Debit Card,Luxury Goods,Suburban
2300,430,Dining,543.1575252653274,11,UPI,Online Marketplace,Suburban
2301,466,Public Transport,1829.8447518378057,18,Net Banking,Online Marketplace,Suburban
2302,57,Public Transport,610.5372872593927,17,Cash,Fuel Station,Suburban
2303,83,Flights,1065.873263864983,23,Credit Card,Local Vendors,Suburban
2304,14,Ride Sharing,739.3061409740957,24,Debit Card,Supermarket,Urban
2305,334,Flights,1531.0418608932243,22,Credit Card,Retail Store,Rural
2306,295,Public Transport,849.8867194578924,4,Credit Card,Local Vendors,Urban
2307,363,Dining,1470.9795312854708,8,Cash,Fuel Station,Suburban
2308,204,Hotel Stay,553.0727134054897,5,Cash,Local Vendors,Suburban
2309,7,Groceries,1116.5327739374704,8,Cash,Luxury Goods,Rural
2310,24,Hotel Stay,932.0402645779469,15,Net Banking,Retail Store,Suburban
2311,190,Online Shopping,1504.512397887421,5,UPI,Supermarket,Rural
2312,437,Public Transport,444.97252133608663,18,Cash,Luxury Goods,Suburban
2313,186,Flights,979.078438798047,23,Debit Card,Retail Store,Urban
2314,476,Fuel,1828.3441451735766,7,Net Banking,Local Vendors,Urban
2315,161,Online Shopping,668.7383835573074,1,Cash,Luxury Goods,Urban
2316,337,Electricity,370.9428796667107,24,Credit Card,Retail Store,Suburban
2317,461,Flights,1337.874020581625,12,Credit Card,Local Vendors,Suburban
2318,7,Electricity,649.2393970945528,8,Credit Card,Retail Store,Urban
2319,363,Dining,247.3237862607518,9,Net Banking,Retail Store,Urban
2320,256,Electricity,1398.4803884048579,4,Net Banking,Retail Store,Urban
2321,56,Electricity,1733.5621753978571,2,UPI,Retail Store,Urban
2322,46,Public Transport,502.2652206901527,20,Credit Card,Fuel Station,Urban
2323,217,Hotel Stay,1380.806099142178,5,UPI,Supermarket,Rural
2324,462,Hotel Stay,1828.454516831147,25,Cash,Local Vendors,Suburban
2325,287,Electricity,245.41905687082354,5,Cash,Supermarket,Suburban
2326,137,Hotel Stay,132.8660688271758,24,Net Banking,Fuel Station,Urban
2327,78,Online Shopping,1454.953918190774,26,UPI,Online Marketplace,Suburban
2328,335,Groceries,1101.0243713393781,8,Debit Card,Fuel Station,Urban
2329,421,Fuel,1024.4669113030736,2,UPI,Supermarket,Rural
2330,106,Dining,1733.1545164180118,23,Credit Card,Luxury Goods,Rural
2331,189,Public Transport,1153.896908442548,20,Cash,Local Vendors,Urban
2332,439,Fuel,1186.7364478258814,22,UPI,Luxury Goods,Rural
2333,471,Groceries,526.6398177927243,14,Net Banking,Luxury Goods,Rural
2334,339,Online Shopping,1445.6161344598258,7,Cash,Fuel Station,Urban
2335,203,Online Shopping,1570.4520548894789,29,UPI,Luxury Goods,Suburban
2336,407,Hotel Stay,21.155365123257795,7,Credit Card,Retail Store,Urban
2337,271,Fuel,1180.3402862872583,8,Credit Card,Local Vendors,Urban
2338,7,Groceries,1903.8276292120906,8,Cash,Luxury Goods,Urban
2339,121,Hotel Stay,1763.534182248866,15,Credit Card,Fuel Station,Rural
2340,218,Ride Sharing,147.92748297776458,29,Credit Card,Fuel Station,Urban
2341,279,Groceries,1741.826703471003,15,Net Banking,Luxury Goods,Urban
2342,228,Hotel Stay,374.91090214834657,19,Debit Card,Local Vendors,Suburban
2343,67,Ride Sharing,1557.9472064659085,25,Cash,Online Marketplace,Urban
2344,314,Online Shopping,1781.045327171854,26,Net Banking,Fuel Station,Rural
2345,164,Electricity,1756.851546622094,7,Net Banking,Online Marketplace,Urban
2346,228,Fuel,420.2377919394617,14,Cash,Local Vendors,Rural
2347,280,Dining,64.33884493050967,6,Credit Card,Local Vendors,Urban
2348,270,Flights,399.92028387515086,17,Debit Card,Luxury Goods,Rural
2349,292,Public Transport,1103.3985010583394,18,UPI,Supermarket,Rural
2350,394,Hotel Stay,1122.8929294584943,22,Cash,Luxury Goods,Urban
2351,311,Fuel,1256.0208076830672,28,Debit Card,Fuel Station,Rural
2352,195,Ride Sharing,277.29942953762037,20,Debit Card,Retail Store,Suburban
2353,175,Groceries,1258.8029422511665,12,UPI,Fuel Station,Urban
2354,395,Ride Sharing,125.38964038970926,6,Credit Card,Supermarket,Urban
2355,427,Dining,186.20301753210268,24,Cash,Local Vendors,Urban
2356,471,Fuel,1205.405926322553,8,Debit Card,Supermarket,Urban
2357,132,Hotel Stay,919.5541518056941,1,Credit Card,Retail Store,Urban
2358,7,Electricity,1000.4684261481491,17,Net Banking,Online Marketplace,Urban
2359,300,Online Shopping,841.712945126644,9,UPI,Retail Store,Suburban
2360,25,Public Transport,1676.6870006596278,29,Credit Card,Retail Store,Urban
2361,372,Groceries,1041.5264917797322,18,Credit Card,Online Marketplace,Urban
2362,328,Dining,1951.3485819209006,20,Credit Card,Retail Store,Rural
2363,344,Groceries,945.2051847536335,18,Net Banking,Retail Store,Urban
2364,199,Ride Sharing,911.4272373976022,25,Credit Card,Online Marketplace,Suburban
2365,165,Public Transport,1328.426894710268,14,Credit Card,Luxury Goods,Rural
2366,386,Dining,1341.1613199194387,21,UPI,Luxury Goods,Rural
2367,388,Dining,1118.9554717192243,29,UPI,Retail Store,Suburban
2368,305,Groceries,1632.5556638501403,5,Debit Card,Luxury Goods,Rural
2369,120,Hotel Stay,433.4055628451987,10,Credit Card,Online Marketplace,Rural
2370,16,Public Transport,1716.0632801616453,24,Debit Card,Local Vendors,Urban
2371,321,Electricity,884.5608411388976,2,Debit Card,Supermarket,Urban
2372,19,Groceries,901.0413544292571,3,Cash,Supermarket,Rural
2373,53,Dining,1660.1157984192437,10,Cash,Retail Store,Rural
2374,246,Electricity,1239.7502286167621,21,UPI,Supermarket,Rural
2375,432,Fuel,1384.3944915686848,26,Net Banking,Local Vendors,Rural
2376,138,Ride Sharing,1251.5782485577538,17,UPI,Online Marketplace,Urban
2377,458,Electricity,649.4502889201084,1,Cash,Fuel Station,Rural
2378,420,Dining,1635.019417618849,10,Net Banking,Retail Store,Urban
2379,417,Fuel,109.48280901962545,23,UPI,Retail Store,Rural
2380,465,Ride Sharing,103.60309450995229,26,Cash,Retail Store,Suburban
2381,200,Public Transport,1350.279571797877,6,Net Banking,Luxury Goods,Suburban
2382,240,Online Shopping,1876.0918838842229,8,Cash,Online Marketplace,Urban
2383,63,Electricity,264.8660626694785,26,Cash,Luxury Goods,Urban
2384,142,Dining,540.9508008352038,5,UPI,Supermarket,Urban
2385,176,Electricity,32.4609501708331,15,Debit Card,Retail Store,Urban
2386,269,Ride Sharing,1771.6911580834783,28,UPI,Online Marketplace,Rural
2387,227,Ride Sharing,1963.8479325536498,9,Cash,Luxury Goods,Suburban
2388,377,Dining,1234.8255976541266,26,Cash,Fuel Station,Urban
2389,336,Dining,425.9442214596088,2,Cash,Supermarket,Rural
2390,17,Ride Sharing,1222.9030797461623,11,Net Banking,Fuel Station,Urban
2391,168,Groceries,1472.9732802364858,7,Credit Card,Supermarket,Rural
2392,291,Dining,540.0375897397818,10,Net Banking,Online Marketplace,Suburban
2393,294,Groceries,1815.4074201081244,14,Cash,Supermarket,Suburban
2394,409,Electricity,722.3853180731876,1,Net Banking,Supermarket,Urban
2395,315,Flights,1723.9759719175618,9,Credit Card,Online Marketplace,Rural
2396,416,Ride Sharing,885.4650475868377,13,Net Banking,Local Vendors,Suburban
2397,266,Online Shopping,1086.505372638428,27,UPI,Online Marketplace,Rural
2398,188,Ride Sharing,800.9618992788905,15,Cash,Local Vendors,Rural
2399,212,Hotel Stay,727.6827092292461,2,Net Banking,Fuel Station,Suburban
2400,256,Flights,595.4764155681314,5,Debit Card,Local Vendors,Rural
2401,485,Public Transport,432.37247946451305,15,Debit Card,Supermarket,Rural
2402,410,Public Transport,93.57935715264571,2,UPI,Luxury Goods,Rural
2403,319,Dining,636.4297497536344,18,Net Banking,Online Marketplace,Urban
2404,306,Ride Sharing,531.8663216238419,13,Debit Card,Retail Store,Urban
2405,195,Electricity,1054.294126626082,20,Debit Card,Fuel Station,Urban
2406,7,Flights,1523.416009783494,20,Debit Card,Online Marketplace,Suburban
2407,127,Online Shopping,1607.8302246791159,17,Net Banking,Supermarket,Urban
2408,141,Electricity,999.6733051595327,12,Credit Card,Retail Store,Rural
2409,348,Dining,1541.316876875694,7,Credit Card,Supermarket,Urban
2410,333,Public Transport,1187.8629818282188,26,Debit Card,Retail Store,Urban
2411,71,Fuel,1750.5254870041492,21,Net Banking,Local Vendors,Rural
2412,156,Groceries,867.8234381527501,3,Debit Card,Retail Store,Rural
2413,435,Groceries,165.81983356994863,17,Credit Card,Online Marketplace,Urban
2414,66,Public Transport,1064.0093022411686,21,Net Banking,Online Marketplace,Urban
2415,8,Hotel Stay,628.6625529493062,23,UPI,Supermarket,Urban
2416,1,Public Transport,1347.5304732643713,16,UPI,Online Marketplace,Rural
2417,347,Ride Sharing,81.10287812469234,5,Cash,Retail Store,Urban
2418,308,Fuel,928.2738113864135,24,Net Banking,Local Vendors,Urban
2419,224,Groceries,1454.8175584143355,15,Credit Card,Supermarket,Rural
2420,393,Fuel,78.31767636951722,10,Cash,Supermarket,Rural
2421,54,Electricity,698.7217336555045,2,Net Banking,Local Vendors,Urban
2422,454,Hotel Stay,140.01597129169255,18,Credit Card,Fuel Station,Rural
2423,289,Fuel,515.0840847984239,5,UPI,Luxury Goods,Suburban
2424,150,Dining,1150.0993820875242,8,Net Banking,Local Vendors,Suburban
2425,496,Hotel Stay,1206.5535693896857,9,Net Banking,Online Marketplace,Rural
2426,354,Ride Sharing,962.779672625597,21,UPI,Local Vendors,Urban
2427,109,Online Shopping,176.12734395133586,29,Debit Card,Supermarket,Urban
2428,275,Electricity,927.2335611434743,2,Debit Card,Supermarket,Urban
2429,35,Ride Sharing,1468.15899331286,18,Cash,Luxury Goods,Urban
2430,259,Online Shopping,885.8854493857631,27,Credit Card,Supermarket,Suburban
2431,117,Ride Sharing,180.64521809345334,1,Net Banking,Online Marketplace,Rural
2432,266,Dining,684.5650530207886,26,Credit Card,Online Marketplace,Rural
2433,491,Groceries,522.2758398448667,16,Debit Card,Online Marketplace,Urban
2434,350,Dining,1247.0767810525608,3,Debit Card,Fuel Station,Suburban
2435,187,Dining,511.9764743697965,12,Net Banking,Retail Store,Urban
2436,396,Fuel,459.78602385672764,2,Net Banking,Supermarket,Rural
2437,494,Hotel Stay,606.1599217555857,20,Credit Card,Fuel Station,Rural
2438,14,Ride Sharing,141.17178617917716,27,Credit Card,Retail Store,Rural
2439,474,Groceries,203.11431336864646,4,Debit Card,Retail Store,Rural
2440,499,Groceries,1912.8507799980287,28,Net Banking,Local Vendors,Suburban
2441,388,Hotel Stay,443.4926074058645,21,UPI,Retail Store,Urban
2442,458,Flights,758.7814294781135,13,Credit Card,Local Vendors,Rural
2443,307,Hotel Stay,303.80409541211645,18,Credit Card,Retail Store,Suburban
2444,125,Groceries,1045.1416919923354,7,Cash,Retail Store,Urban
2445,237,Hotel Stay,98.43486017203507,4,Cash,Local Vendors,Rural
2446,186,Electricity,1785.707891204806,7,Credit Card,Retail Store,Suburban
2447,261,Dining,1394.6297800581508,23,Debit Card,Luxury Goods,Urban
2448,106,Flights,1589.0762924110802,24,Debit Card,Fuel Station,Urban
2449,334,Ride Sharing,908.6820955484129,10,Net Banking,Retail Store,Urban
2450,194,Online Shopping,343.62917197339624,4,UPI,Local Vendors,Rural
2451,431,Public Transport,888.4276252973112,4,Net Banking,Supermarket,Rural
2452,493,Fuel,263.65652704207736,27,UPI,Local Vendors,Urban
2453,8,Dining,1346.1678220029514,14,Credit Card,Online Marketplace,Suburban
2454,149,Online Shopping,1380.6316388200166,15,UPI,Online Marketplace,Urban
2455,128,Online Shopping,638.6911854781969,6,UPI,Supermarket,Suburban
2456,266,Dining,1284.9158966408309,12,Credit Card,Retail Store,Suburban
2457,373,Dining,1305.6453749019595,13,Credit Card,Supermarket,Urban
2458,382,Fuel,787.0249256043279,11,Credit Card,Luxury Goods,Urban
2459,478,Electricity,1459.0559331439724,25,UPI,Online Marketplace,Suburban
2460,226,Public Transport,1631.0114484683108,2,Net Banking,Fuel Station,Rural
2461,363,Online Shopping,245.47185789683675,8,Debit Card,Fuel Station,Urban
2462,435,Groceries,1387.1588385286889,22,Cash,Local Vendors,Urban
2463,239,Fuel,1401.7999080379402,19,Debit Card,Online Marketplace,Suburban
2464,200,Online Shopping,1410.8136695283742,4,Net Banking,Retail Store,Urban
2465,199,Flights,612.6467105894847,13,Debit Card,Fuel Station,Rural
2466,401,Electricity,513.1529866834613,9,UPI,Luxury Goods,Suburban
2467,154,Groceries,1227.9486378101205,20,Cash,Supermarket,Urban
2468,57,Fuel,1066.3378247821624,14,Credit Card,Local Vendors,Suburban
2469,300,Ride Sharing,695.6404570977388,5,Net Banking,Retail Store,Urban
2470,208,Groceries,1474.7091648244773,21,Net Banking,Local Vendors,Suburban
2471,335,Online Shopping,569.5463864917409,14,UPI,Supermarket,Rural
2472,275,Public Transport,908.6486468540954,21,Cash,Online Marketplace,Rural
2473,467,Groceries,275.46960915730773,24,Debit Card,Fuel Station,Urban
2474,123,Groceries,800.3545455742137,18,Debit Card,Retail Store,Urban
2475,145,Groceries,687.9009276779717,3,Net Banking,Retail Store,Rural
2476,492,Flights,35.78170200752509,4,Net Banking,Online Marketplace,Suburban
2477,341,Ride Sharing,635.5483825446403,29,Debit Card,Fuel Station,Rural
2478,62,Groceries,128.79499324922867,17,Net Banking,Fuel Station,Rural
2479,454,Flights,831.8314639051621,22,UPI,Online Marketplace,Rural
2480,460,Fuel,425.1366057409868,9,Debit Card,Online Marketplace,Suburban
2481,319,Public Transport,562.4164384790906,1,UPI,Local Vendors,Suburban
2482,332,Groceries,1869.121824209371,24,UPI,Fuel Station,Rural
2483,22,Dining,992.6156229196458,3,Credit Card,Retail Store,Suburban
2484,72,Electricity,795.124269708013,9,Cash,Retail Store,Urban
2485,383,Fuel,587.8890884510132,19,UPI,Luxury Goods,Suburban
2486,44,Fuel,1064.609797910806,17,Cash,Fuel Station,Suburban
2487,93,Ride Sharing,1702.4321073986196,16,Cash,Fuel Station,Suburban
2488,294,Groceries,1361.243001074641,18,Credit Card,Online Marketplace,Rural
2489,405,Ride Sharing,596.7896821656603,8,Debit Card,Online Marketplace,Rural
2490,123,Groceries,621.5481358294788,10,Net Banking,Supermarket,Urban
2491,4,Electricity,609.3730792838473,5,UPI,Online Marketplace,Suburban
2492,290,Electricity,1758.6467380204517,28,UPI,Retail Store,Urban
2493,462,Flights,1603.3798008261167,18,Credit Card,Retail Store,Rural
2494,437,Hotel Stay,488.22353938241696,9,Credit Card,Retail Store,Rural
2495,342,Flights,1537.2534762876123,11,Net Banking,Retail Store,Suburban
2496,458,Online Shopping,1926.1334084616253,17,Credit Card,Supermarket,Rural
2497,379,Electricity,1017.6779889352935,22,Cash,Retail Store,Rural
2498,111,Public Transport,1355.1203633878672,26,Debit Card,Supermarket,Rural
2499,492,Public Transport,1020.1728569881403,21,Credit Card,Retail Store,Urban
2500,2,Flights,750.2311126783892,11,Cash,Luxury Goods,Rural
2501,403,Public Transport,589.0481414935581,22,UPI,Fuel Station,Rural
2502,216,Ride Sharing,1003.9653309927623,10,Credit Card,Luxury Goods,Urban
2503,302,Public Transport,491.1472699833793,23,UPI,Online Marketplace,Suburban
2504,304,Groceries,1443.566227571632,16,Credit Card,Supermarket,Urban
2505,322,Flights,113.39645426702151,10,Credit Card,Retail Store,Urban
2506,12,Flights,1464.760224502797,4,Credit Card,Fuel Station,Urban
2507,438,Online Shopping,202.71263795939853,22,Credit Card,Retail Store,Suburban
2508,201,Dining,1324.1427584824908,8,Net Banking,Luxury Goods,Suburban
2509,500,Flights,219.10484874737168,20,Net Banking,Online Marketplace,Urban
2510,104,Groceries,399.6162798115026,21,Net Banking,Retail Store,Rural
2511,441,Fuel,1415.593129884396,4,Net Banking,Fuel Station,Rural
2512,250,Public Transport,911.2046580902283,15,Debit Card,Local Vendors,Urban
2513,347,Flights,1998.1561741896096,23,Cash,Luxury Goods,Suburban
2514,277,Public Transport,340.184999655564,2,Credit Card,Fuel Station,Suburban
2515,196,Online Shopping,597.7680127640015,4,Debit Card,Retail Store,Rural
2516,271,Groceries,540.4734907707865,21,UPI,Luxury Goods,Rural
2517,29,Fuel,1075.1486066226382,19,Debit Card,Retail Store,Suburban
2518,441,Public Transport,1734.5644784117342,12,Cash,Fuel Station,Urban
2519,358,Online Shopping,415.4241030094537,13,Debit Card,Retail Store,Rural
2520,324,Fuel,1275.8878292029958,26,Cash,Supermarket,Urban
2521,127,Hotel Stay,1888.6837783012627,20,UPI,Online Marketplace,Rural
2522,160,Dining,857.1442055661682,26,Cash,Retail Store,Suburban
2523,5,Dining,32.84256467273345,21,Cash,Luxury Goods,Rural
2524,180,Electricity,1585.2616402258107,17,Credit Card,Luxury Goods,Urban
2525,349,Ride Sharing,1160.601036886184,5,Cash,Local Vendors,Rural
2526,344,Fuel,171.36217057282855,29,Credit Card,Luxury Goods,Suburban
2527,229,Dining,1898.6771569148843,22,Cash,Supermarket,Suburban
2528,127,Ride Sharing,819.7883078649163,18,Credit Card,Local Vendors,Rural
2529,416,Hotel Stay,603.7016539000131,14,Debit Card,Local Vendors,Rural
2530,103,Flights,1491.866463814506,24,Cash,Local Vendors,Suburban
2531,313,Public Transport,1598.60300124901,27,Net Banking,Online Marketplace,Suburban
2532,195,Fuel,1093.969393202849,29,Net Banking,Luxury Goods,Urban
2533,411,Flights,1397.9820355172187,5,Credit Card,Online Marketplace,Suburban
2534,493,Online Shopping,1876.6677045324323,24,Debit Card,Fuel Station,Urban
2535,392,Groceries,921.9619384651519,22,Net Banking,Luxury Goods,Suburban
2536,418,Groceries,421.8342393354616,23,UPI,Online Marketplace,Rural
2537,331,Ride Sharing,1967.4034467639658,14,UPI,Supermarket,Suburban
2538,339,Electricity,1458.6590242458424,1,Net Banking,Online Marketplace,Urban
2539,389,Electricity,92.88295909311177,12,UPI,Retail Store,Suburban
2540,393,Flights,1374.7287076813502,14,Debit Card,Online Marketplace,Rural
2541,141,Online Shopping,1943.8316964895732,16,Net Banking,Online Marketplace,Rural
2542,21,Electricity,463.15938668931096,16,UPI,Fuel Station,Suburban
2543,307,Groceries,1026.7370116583943,25,Credit Card,Online Marketplace,Suburban
2544,27,Dining,1570.1536304921244,29,UPI,Retail Store,Urban
2545,445,Public Transport,1910.1616980563363,26,Debit Card,Local Vendors,Urban
2546,65,Public Transport,669.0450805956872,21,Net Banking,Online Marketplace,Suburban
2547,91,Dining,1188.6776593428594,25,Debit Card,Retail Store,Rural
2548,14,Dining,738.2060489883212,19,UPI,Online Marketplace,Rural
2549,454,Flights,450.8243052633843,14,UPI,Luxury Goods,Rural
2550,98,Dining,170.57105960006947,20,UPI,Luxury Goods,Urban
2551,200,Ride Sharing,207.61785275208518,25,UPI,Online Marketplace,Rural
2552,9,Electricity,423.770614040635,20,Debit Card,Supermarket,Suburban
2553,227,Electricity,1164.6301513936623,20,Credit Card,Online Marketplace,Rural
2554,174,Fuel,1960.322235791791,1,Credit Card,Online Marketplace,Rural
2555,394,Hotel Stay,1299.181262357997,26,Net Banking,Retail Store,Urban
2556,267,Hotel Stay,1859.726373974887,21,Credit Card,Retail Store,Suburban
2557,289,Flights,1562.8671453287134,6,Cash,Fuel Station,Rural
2558,472,Flights,234.43761316577786,21,Net Banking,Local Vendors,Rural
2559,68,Flights,763.6163091843778,5,Credit Card,Local Vendors,Suburban
2560,175,Groceries,1241.9660835263617,4,Cash,Supermarket,Rural
2561,190,Online Shopping,1855.48289548212,17,UPI,Fuel Station,Urban
2562,17,Dining,1735.9747229903796,16,Net Banking,Luxury Goods,Rural
2563,285,Hotel Stay,1344.9339521757938,7,Credit Card,Fuel Station,Suburban
2564,301,Hotel Stay,811.0845999090112,23,Credit Card,Fuel Station,Suburban
2565,176,Fuel,861.0755316981529,22,Debit Card,Local Vendors,Suburban
2566,330,Ride Sharing,246.3601814098419,8,Cash,Retail Store,Rural
2567,491,Groceries,1069.4349568926211,17,Net Banking,Retail Store,Urban
2568,372,Groceries,1275.0929491460056,18,Cash,Luxury Goods,Rural
2569,228,Flights,1388.7266492999424,12,UPI,Local Vendors,Rural
2570,3,Fuel,446.4392707523168,23,UPI,Online Marketplace,Rural
2571,462,Dining,1878.143363560865,14,Cash,Supermarket,Suburban
2572,317,Groceries,529.7123987625471,20,Cash,Fuel Station,Rural
2573,139,Hotel Stay,108.84689159558903,21,UPI,Retail Store,Rural
2574,118,Hotel Stay,648.0979192291786,25,UPI,Online Marketplace,Suburban
2575,257,Groceries,710.4800984847873,17,Credit Card,Supermarket,Urban
2576,144,Electricity,194.72290922897395,29,UPI,Supermarket,Suburban
2577,142,Ride Sharing,304.1328019722228,7,Debit Card,Retail Store,Suburban
2578,173,Groceries,1780.6213885875438,11,UPI,Online Marketplace,Urban
2579,93,Flights,1272.9942352036858,15,Debit Card,Supermarket,Suburban
2580,323,Electricity,524.6213048002506,18,Credit Card,Online Marketplace,Urban
2581,188,Fuel,1455.567057302249,10,Debit Card,Local Vendors,Suburban
2582,399,Online Shopping,1177.7319115146377,8,Debit Card,Luxury Goods,Suburban
2583,140,Groceries,1925.0654272900304,24,UPI,Luxury Goods,Rural
2584,146,Electricity,1797.7241092948207,27,Credit Card,Fuel Station,Urban
2585,41,Online Shopping,389.87021562509375,19,Debit Card,Online Marketplace,Urban
2586,280,Public Transport,613.8557184593249,19,Net Banking,Luxury Goods,Rural
2587,478,Dining,681.2234838208088,25,UPI,Luxury Goods,Urban
2588,374,Public Transport,1339.0947986351587,16,UPI,Local Vendors,Suburban
2589,189,Dining,1652.0022835675154,10,Credit Card,Supermarket,Rural
2590,184,Dining,1181.897547260887,15,UPI,Local Vendors,Suburban
2591,224,Public Transport,980.256781547415,25,Net Banking,Local Vendors,Urban
2592,392,Electricity,720.7245674198879,6,Cash,Retail Store,Suburban
2593,367,Fuel,79.75608539719683,5,Debit Card,Supermarket,Suburban
2594,35,Groceries,431.7870649863756,20,Debit Card,Fuel Station,Suburban
2595,175,Ride Sharing,663.2874586530434,6,Debit Card,Local Vendors,Urban
2596,371,Groceries,999.137534921779,2,Debit Card,Local Vendors,Urban
2597,255,Public Transport,1425.1353830691419,28,UPI,Supermarket,Suburban
2598,91,Dining,1705.6721204737473,14,Credit Card,Luxury Goods,Rural
2599,75,Online Shopping,1337.3261445469125,3,Credit Card,Online Marketplace,Suburban
2600,121,Groceries,53.48157758165487,16,Debit Card,Luxury Goods,Rural
2601,18,Public Transport,1228.578878850095,5,Net Banking,Retail Store,Rural
2602,348,Public Transport,1252.678084333333,10,Cash,Fuel Station,Urban
2603,428,Dining,1952.6736087655515,15,UPI,Retail Store,Suburban
2604,6,Fuel,333.7257862042505,28,Net Banking,Luxury Goods,Suburban
2605,196,Groceries,1978.1317599291615,12,Credit Card,Online Marketplace,Rural
2606,452,Hotel Stay,1419.4381841234695,24,Debit Card,Fuel Station,Rural
2607,482,Flights,495.16188673428763,4,Credit Card,Local Vendors,Suburban
2608,184,Dining,393.4989480898399,10,Credit Card,Fuel Station,Suburban
2609,81,Fuel,1687.8834849758857,12,Debit Card,Supermarket,Rural
2610,133,Ride Sharing,1627.6858716393176,12,Credit Card,Retail Store,Urban
2611,6,Groceries,1379.1129263005164,8,UPI,Luxury Goods,Suburban
2612,212,Groceries,452.13691204357195,9,Cash,Luxury Goods,Suburban
2613,377,Hotel Stay,1758.626646051014,10,Credit Card,Luxury Goods,Suburban
2614,147,Online Shopping,1238.914398502635,6,Cash,Luxury Goods,Urban
2615,263,Online Shopping,411.51399041295895,22,Debit Card,Local Vendors,Urban
2616,480,Public Transport,798.9856789497308,28,Net Banking,Luxury Goods,Urban
2617,30,Ride Sharing,1250.6165678785565,25,Net Banking,Supermarket,Suburban
2618,372,Groceries,1226.1560779601384,4,Net Banking,Supermarket,Suburban
2619,39,Flights,984.8211614170557,16,Credit Card,Luxury Goods,Urban
2620,355,Dining,323.42865987531684,15,Credit Card,Supermarket,Urban
2621,219,Fuel,544.5892575328489,28,Debit Card,Fuel Station,Urban
2622,9,Public Transport,945.4722680304291,23,UPI,Online Marketplace,Suburban
2623,234,Groceries,1989.963423719339,17,Cash,Retail Store,Rural
2624,240,Groceries,1766.3039874446697,20,Debit Card,Luxury Goods,Suburban
2625,156,Dining,237.76717622322155,3,Net Banking,Online Marketplace,Suburban
2626,292,Hotel Stay,582.6644490203007,22,Cash,Online Marketplace,Rural
2627,468,Hotel Stay,234.64860276139203,7,Credit Card,Retail Store,Urban
2628,176,Groceries,1197.9846320424967,1,Cash,Luxury Goods,Rural
2629,450,Electricity,1213.509227397787,11,Cash,Retail Store,Suburban
2630,255,Fuel,1950.1484732591055,22,Net Banking,Fuel Station,Urban
2631,256,Groceries,504.1277271360735,12,UPI,Retail Store,Urban
2632,126,Dining,227.78493650513943,6,UPI,Online Marketplace,Rural
2633,343,Flights,1427.1913480507728,7,Credit Card,Online Marketplace,Urban
2634,299,Electricity,218.16720635630435,1,Cash,Retail Store,Suburban
2635,428,Hotel Stay,1910.0918500722214,14,Credit Card,Supermarket,Suburban
2636,94,Dining,977.3586189056429,23,Credit Card,Local Vendors,Urban
2637,27,Hotel Stay,1122.4385772693793,14,UPI,Luxury Goods,Suburban
2638,392,Hotel Stay,665.1728234650938,6,Credit Card,Online Marketplace,Urban
2639,321,Groceries,38.72054853939822,15,Debit Card,Local Vendors,Rural
2640,295,Hotel Stay,1848.1326959588905,17,Cash,Online Marketplace,Urban
2641,54,Hotel Stay,1424.8047753026196,21,Net Banking,Luxury Goods,Urban
2642,143,Dining,1321.5080026967253,9,Cash,Local Vendors,Rural
2643,55,Groceries,1942.0501475128708,25,Net Banking,Fuel Station,Suburban
2644,251,Electricity,836.3069135341206,26,Credit Card,Local Vendors,Rural
2645,193,Hotel Stay,1202.5141216135787,12,Net Banking,Online Marketplace,Rural
2646,450,Groceries,1595.692211796592,11,UPI,Fuel Station,Suburban
2647,61,Flights,1589.5712972732804,20,Debit Card,Online Marketplace,Rural
2648,280,Fuel,1681.3430776109672,26,Net Banking,Supermarket,Rural
2649,393,Public Transport,1856.3586290079506,17,Net Banking,Online Marketplace,Rural
2650,258,Hotel Stay,1839.273420141848,15,Credit Card,Supermarket,Urban
2651,257,Hotel Stay,988.4218964803856,19,Net Banking,Local Vendors,Suburban
2652,175,Flights,826.1617656245743,8,Debit Card,Luxury Goods,Rural
2653,44,Groceries,1891.9006551629473,19,UPI,Supermarket,Urban
2654,21,Groceries,1285.6941043939564,14,Cash,Fuel Station,Suburban
2655,38,Online Shopping,973.2483775216373,26,UPI,Online Marketplace,Urban
2656,98,Ride Sharing,1683.0874659245383,22,Debit Card,Online Marketplace,Urban
2657,76,Fuel,108.93575140808196,22,Debit Card,Online Marketplace,Suburban
2658,246,Electricity,131.68642190985986,29,UPI,Luxury Goods,Urban
2659,156,Public Transport,900.3057284507245,20,Debit Card,Luxury Goods,Suburban
2660,77,Fuel,923.409115015752,8,UPI,Local Vendors,Suburban
2661,275,Ride Sharing,1537.6560526172382,7,Credit Card,Supermarket,Suburban
